,open,high,low,close,volume
2003-07-03 00:00:00+00:00,2.796576207212532,2.8375838784535103,2.7907180216719234,2.8351429833306208,221162.0
2003-07-04 00:00:00+00:00,2.831481676956623,2.859064146939936,2.8300171770616203,2.8580877516004772,220322.0
2003-07-05 00:00:00+00:00,2.850764628975537,2.868827474416196,2.835874928230509,2.858819749620226,197148.0
2003-07-06 00:00:00+00:00,2.8739537459833873,2.887378948629735,2.8639460200156797,2.8693161010742188,211242.0
2003-07-07 00:00:00+00:00,2.8639461492743608,2.886890788157732,2.8627256085320196,2.8751744164360895,179942.0
2003-07-08 00:00:00+00:00,2.8683398521530172,2.87346578809003,2.848568172134971,2.852961858113607,193884.0
2003-07-09 00:00:00+00:00,2.8192767582947713,2.830260878965618,2.799261121226142,2.8248909844292536,252612.0
2003-07-10 00:00:00+00:00,2.820741323424774,2.8285522993830963,2.778269153290667,2.779977798461914,206726.0
2003-07-11 00:00:00+00:00,2.7892534326106557,2.808048716790065,2.7741197705854543,2.7985290951199002,211952.0
2003-07-12 00:00:00+00:00,2.77826958442723,2.790718393308632,2.757521693777152,2.7753403981526694,203042.0
2003-07-13 00:00:00+00:00,2.79120627503722,2.8146392046774986,2.7899859205248836,2.8014581468370228,202372.0
2003-07-14 00:00:00+00:00,2.7982850016309033,2.8087810188245217,2.7899859205248836,2.8014581468370228,170102.0
2003-07-15 00:00:00+00:00,2.7970642371220493,2.8082926895988254,2.7853478663534172,2.7977966732449002,172374.0
2003-07-16 00:00:00+00:00,2.8161038788160195,2.8410013082563923,2.804143175538829,2.814883338080512,219534.0
2003-07-17 00:00:00+00:00,2.8146391926972147,2.817080274168238,2.801702280305619,2.806340111626519,166294.0
2003-07-18 00:00:00+00:00,2.8060960487927127,2.810733880250064,2.7931591360204964,2.800482008192274,185308.0
2003-07-19 00:00:00+00:00,2.806584176814335,2.812442362474966,2.793647078564079,2.799261305067274,176914.0
2003-07-20 00:00:00+00:00,2.812442263656602,2.862725410119349,2.8112217229988556,2.8488121032714844,275360.0
2003-07-21 00:00:00+00:00,2.8558906625118197,2.8566229123723383,2.8307490907494905,2.8348986307779946,166052.0
2003-07-22 00:00:00+00:00,2.840024818115007,2.840513108884259,2.815859639431213,2.8256234063042536,144434.0
2003-07-23 00:00:00+00:00,2.8214737265452454,2.8324580342955077,2.8065842099462808,2.81171014573839,179836.0
2003-07-24 00:00:00+00:00,2.8029228659186747,2.8031668250869872,2.7782693952478983,2.796820534600152,261314.0
2003-07-25 00:00:00+00:00,2.790962115392075,2.812930545014026,2.773631517087083,2.8107337951660156,203484.0
2003-07-26 00:00:00+00:00,2.8070719505686887,2.824158400993857,2.788764959586719,2.797064039442274,229248.0
2003-07-27 00:00:00+00:00,2.7948676709770255,2.7997494614131493,2.7704583463396717,2.7851039038764105,197552.0
2003-07-28 00:00:00+00:00,2.7948676237979715,2.8014580593983243,2.7736314446797405,2.7904739379882812,219112.0
2003-07-29 00:00:00+00:00,2.803410942486336,2.8063401285321876,2.77436397233555,2.7755843268500433,165538.0
2003-07-30 00:00:00+00:00,2.77143456642513,2.7968202847901553,2.762647195213069,2.793158849080404,186676.0
2003-07-31 00:00:00+00:00,2.7887648709357777,2.80414267582959,2.754591784943414,2.760206010606554,216016.0
2003-08-01 00:00:00+00:00,2.7672852529042036,2.7858362058909156,2.750198613601657,2.770946502685547,249416.0
2003-08-02 00:00:00+00:00,2.778024839632449,2.7946231858169615,2.7638675745975814,2.770458009507921,206758.0
2003-08-03 00:00:00+00:00,2.7775365291533145,2.793158478965091,2.7655760145661206,2.7787568834092884,191226.0
2003-08-04 00:00:00+00:00,2.7907181186053722,2.798773240396222,2.771922834426722,2.789985868665907,158884.0
2003-08-05 00:00:00+00:00,2.7934030063751116,2.881764637165815,2.7934030063751116,2.871024661593967,321056.0
2003-08-06 00:00:00+00:00,2.8925046336637514,2.910567479654086,2.8822527632012656,2.895677778455946,311800.0
2003-08-07 00:00:00+00:00,2.907882741690667,2.910323823107451,2.8739537957550683,2.8766388363308377,495764.0
2003-08-08 00:00:00+00:00,2.874441321014892,2.8915277690117596,2.8419768835925283,2.849055608113607,249850.0
2003-08-09 00:00:00+00:00,2.8568673970588288,2.8795680765729124,2.839292653405555,2.8410012986924915,186166.0
2003-08-10 00:00:00+00:00,2.8497883886379696,2.8527175743665705,2.7987729942395405,2.8075601789686413,280472.0
2003-08-11 00:00:00+00:00,2.8173239060108144,2.8256231723456557,2.7865682943155585,2.795355478922526,265660.0
