,open,high,low,close,volume
2003-07-03 00:00:00+00:00,0.40682771171916615,0.41043249846886204,0.40554027735608844,0.4094025558895535,43426.0
2003-07-04 00:00:00+00:00,0.4076001652288534,0.4088875996005039,0.4063127308572028,0.4065702226426866,45070.0
2003-07-05 00:00:00+00:00,0.40090553048945854,0.40245045666335044,0.39807319448571993,0.40167800585428876,39548.0
2003-07-06 00:00:00+00:00,0.40708520759243566,0.4104325025919887,0.40554028143006876,0.4060552650027805,42980.0
2003-07-07 00:00:00+00:00,0.4063127308572028,0.40811514879982086,0.40554028005651976,0.4065702226426866,26716.0
2003-07-08 00:00:00+00:00,0.40605523942929284,0.40682769018394294,0.40219293654450883,0.40348037083943683,28482.0
2003-07-09 00:00:00+00:00,0.4060552472164252,0.4060552472164252,0.3906060844925461,0.3931809531317817,45450.0
2003-07-10 00:00:00+00:00,0.3880312196425048,0.390348596529293,0.38597133453330806,0.3862288263108995,61612.0
2003-07-11 00:00:00+00:00,0.38803121836437365,0.3893186526923228,0.3862288250387052,0.38854620191786027,32484.0
2003-07-12 00:00:00+00:00,0.3810791155918535,0.38416894327230217,0.37901923047155434,0.3828815089331733,32110.0
2003-07-13 00:00:00+00:00,0.38313897492392907,0.3849413681439338,0.38133658170392426,0.38185154067145455,34536.0
2003-07-14 00:00:00+00:00,0.379276699834812,0.3821090603080304,0.378246757268851,0.38133660952250165,22132.0
2003-07-15 00:00:00+00:00,0.381851539649679,0.3836539328648609,0.38159404788871987,0.38262399037679035,23694.0
2003-07-16 00:00:00+00:00,0.3885462029891167,0.3900911045423012,0.3875162604350712,0.3877737522125244,39858.0
2003-07-17 00:00:00+00:00,0.3857138697968184,0.3862288533881051,0.3831390255076925,0.38494141896565753,30258.0
2003-07-18 00:00:00+00:00,0.38365398652773736,0.38468392915986915,0.38185159306044913,0.3831390274895562,35686.0
2003-07-19 00:00:00+00:00,0.3864863451837484,0.38725879601490926,0.38494141896565753,0.38494141896565753,32166.0
2003-07-20 00:00:00+00:00,0.386743807046745,0.39163602800648145,0.38648631527103067,0.3906060854593913,43058.0
2003-07-21 00:00:00+00:00,0.39163602800648145,0.3936959131006617,0.3903485936836769,0.3906060854593913,27340.0
2003-07-22 00:00:00+00:00,0.39112101652178644,0.39318092602461846,0.3893186233320447,0.39266594250996906,26206.0
2003-07-23 00:00:00+00:00,0.3885461761390138,0.3895761186218861,0.38622879941360966,0.3875162336561415,39406.0
2003-07-24 00:00:00+00:00,0.38545640255694424,0.38700130421926593,0.38365398454321004,0.38494141896565753,31392.0
2003-07-25 00:00:00+00:00,0.3864863154666216,0.3895761431094557,0.3841689385955542,0.3890611595577664,27672.0
2003-07-26 00:00:00+00:00,0.3936959146738895,0.39446836544835207,0.38803121836437365,0.38854620191786027,33496.0
2003-07-27 00:00:00+00:00,0.3898336381101533,0.391121047888492,0.385198884329678,0.3867438104417589,35308.0
2003-07-28 00:00:00+00:00,0.3823665777842204,0.38468393029653725,0.3813366351490453,0.3823665777842204,37598.0
2003-07-29 00:00:00+00:00,0.3851988869169856,0.3859713377003307,0.3815940756684289,0.38210905922783744,28132.0
2003-07-30 00:00:00+00:00,0.37927669748118276,0.3849413938366992,0.37850424670044747,0.38442643483479816,42652.0
2003-07-31 00:00:00+00:00,0.3800492007773799,0.383139028683403,0.3800492007773799,0.3805641598171658,43710.0
2003-08-01 00:00:00+00:00,0.38674383670816076,0.38777377933424256,0.3823665744083705,0.38468392690022785,31900.0
2003-08-02 00:00:00+00:00,0.38391147606960874,0.3854564022866161,0.3833965170344524,0.38468392690022785,27434.0
2003-08-03 00:00:00+00:00,0.38674380965847893,0.3890611619882557,0.38674380965847893,0.3877737522125244,31774.0
2003-08-04 00:00:00+00:00,0.38803121836437365,0.3900911034667853,0.38803121836437365,0.38854620191786027,23556.0
