,open,high,low,close,volume
2003-07-03 00:00:00+00:00,3.4180840440427054,3.4589803411643487,3.383671171651992,3.4415242936876087,83900.0
2003-07-04 00:00:00+00:00,3.4462616578291954,3.456236594479272,3.41808336549193,3.453991995917426,71882.0
2003-07-05 00:00:00+00:00,3.4542419022830444,3.507855812027672,3.4405266010329196,3.4781809912787542,62504.0
2003-07-06 00:00:00+00:00,3.506359288913794,3.5739381038838536,3.498628950997589,3.5504974789089627,96260.0
2003-07-07 00:00:00+00:00,3.5490015910030888,3.550996197928473,3.4726947486865245,3.4839166005452475,68702.0
2003-07-08 00:00:00+00:00,3.493642005088034,3.5135911188304574,3.447508823422532,3.4542418585883246,66770.0
2003-07-09 00:00:00+00:00,3.4293054083981263,3.4293054083981263,3.3597315929870866,3.3894064161512585,125372.0
2003-07-10 00:00:00+00:00,3.38940601128664,3.4096047357658197,3.3594819609284126,3.3669630686442056,77588.0
2003-07-11 00:00:00+00:00,3.3814275844937907,3.4026236195937556,3.3582361807902132,3.3644703759087458,70758.0
2003-07-12 00:00:00+00:00,3.3228251663312363,3.3228251663312363,3.2275665061249796,3.2921530405680337,113644.0
2003-07-13 00:00:00+00:00,3.334545344288955,3.4051164581382394,3.3327995875217646,3.39788458082411,110788.0
2003-07-14 00:00:00+00:00,3.382673978210874,3.4963860120605763,3.3774374676122707,3.4746907552083335,132234.0
2003-07-15 00:00:00+00:00,3.486660326761388,3.504864067346337,3.455239744362551,3.4579828050401478,66222.0
2003-07-16 00:00:00+00:00,3.4679576156656147,3.51508810701343,3.4679576156656147,3.490899403889974,60428.0
2003-07-17 00:00:00+00:00,3.499128160004582,3.5086038749741357,3.4751886905708003,3.4819217258029513,44190.0
2003-07-18 00:00:00+00:00,3.467458374059344,3.4704506650683786,3.4018745390749556,3.4111010233561196,78106.0
2003-07-19 00:00:00+00:00,3.436786048863539,3.454989785612981,3.4135946533838935,3.4465113745795355,51308.0
2003-07-20 00:00:00+00:00,3.4761856202215076,3.5504974695209297,3.473692171499764,3.5420186784532337,95418.0
2003-07-21 00:00:00+00:00,3.576431728902667,3.5851597511443654,3.528303942468847,3.541021558973524,64680.0
2003-07-22 00:00:00+00:00,3.5517446628642495,3.555734638165514,3.5233167547264657,3.5375308990478516,67398.0
2003-07-23 00:00:00+00:00,3.5168340749946903,3.527806319144249,3.4524971365309725,3.4677085876464844,95466.0
2003-07-24 00:00:00+00:00,3.4542418277283207,3.496634264809671,3.450750694804091,3.4624710083007812,91044.0
2003-07-25 00:00:00+00:00,3.4377835953750076,3.466211501824448,3.4145921982556144,3.447259691026476,79112.0
2003-07-26 00:00:00+00:00,3.44950388795272,3.518578856368968,3.433294757043728,3.505860858493381,91588.0
2003-07-27 00:00:00+00:00,3.499626576471447,3.5377798081211376,3.4926443105816314,3.53029908074273,91762.0
2003-07-28 00:00:00+00:00,3.5093522431773896,3.5445131872883513,3.492395418800608,3.524065229627821,83468.0
2003-07-29 00:00:00+00:00,3.535286909929419,3.553739881010903,3.5332919221493913,3.5422691769070096,61382.0
2003-07-30 00:00:00+00:00,3.5063597030544287,3.5522432745283092,3.500374740490676,3.5417698754204645,51664.0
2003-07-31 00:00:00+00:00,3.530548708779761,3.6095982411816547,3.506609236960089,3.597877926296658,112612.0
2003-08-01 00:00:00+00:00,3.617078271754503,3.6522392059289768,3.603861815164929,3.629297044542101,73414.0
2003-08-02 00:00:00+00:00,3.6315430157861837,3.670693558455182,3.5716945217023603,3.613338894314236,93992.0
2003-08-03 00:00:00+00:00,3.612091811209576,3.6921386414503305,3.6046107030222703,3.6462550693088107,76542.0
2003-08-04 00:00:00+00:00,3.6657056949901934,3.722561507982297,3.6475019569238096,3.7173249986436634,89928.0
2003-08-05 00:00:00+00:00,3.7345306936943055,3.8180690288741417,3.7248053682096174,3.8093410068088107,120002.0
2003-08-06 00:00:00+00:00,3.87542411350669,3.933028000192001,3.851734254461451,3.89013671875,135482.0
2003-08-07 00:00:00+00:00,3.905847044130221,3.922305025831731,3.8602127019240413,3.8996128506130643,118642.0
2003-08-08 00:00:00+00:00,3.8901364875562265,3.892630316993819,3.834527591743443,3.840262942843967,76890.0
2003-08-09 00:00:00+00:00,3.8432549052129943,3.852730999659815,3.810587797099902,3.842506832546658,69092.0
2003-08-10 00:00:00+00:00,3.839016746538973,3.8689408028651724,3.8125838237757463,3.819566090901693,61922.0
2003-08-11 00:00:00+00:00,3.815824912897886,3.8415097573140264,3.770439805751732,3.802109612358941,53482.0
2003-08-12 00:00:00+00:00,3.7903897572514995,3.813082313566767,3.7544807407756875,3.802608913845486,71998.0
2003-08-13 00:00:00+00:00,3.8305385671881407,3.852732284871079,3.7824103867378076,3.7973726060655384,74726.0
2003-08-14 00:00:00+00:00,3.7976218631053005,3.874676798518894,3.777921975342566,3.8607122633192272,86880.0
2003-08-15 00:00:00+00:00,3.8901367838911733,3.974173591371332,3.8848998938752834,3.9454964531792536,120866.0
2003-08-16 00:00:00+00:00,3.9407587993879156,3.953726029839405,3.870187675524351,3.9088397555881076,82616.0
2003-08-17 00:00:00+00:00,3.9028541349616725,3.9103352428279368,3.7806641016641773,3.8230565388997397,99102.0
2003-08-18 00:00:00+00:00,3.7891430036230096,3.831785057628482,3.7624608514013413,3.824054718017578,69264.0
2003-08-19 00:00:00+00:00,3.805602340560454,3.805602340560454,3.717575529978314,3.7270516289605036,99938.0
2003-08-20 00:00:00+00:00,3.7080986330621712,3.7198189485954223,3.5839135911729603,3.5839135911729603,188386.0
2003-08-21 00:00:00+00:00,3.5647116953397324,3.638025870302623,3.4871583145428935,3.5153369903564453,152166.0
2003-08-22 00:00:00+00:00,3.5913944782499345,3.6008701941020758,3.484914341385002,3.5427678426106772,111924.0
2003-08-23 00:00:00+00:00,3.541022181020384,3.570447393966743,3.5190776964468253,3.536034901936849,74834.0
2003-08-24 00:00:00+00:00,3.5746866866159133,3.588152377084088,3.5228181513035484,3.5836639404296875,71468.0
2003-08-25 00:00:00+00:00,3.567953379765947,3.578925620315499,3.5188279085358705,3.524563259548611,96150.0
2003-08-26 00:00:00+00:00,3.4951383483442915,3.5110978685442893,3.3532480428683082,3.386413998074002,205004.0
2003-08-27 00:00:00+00:00,3.4177839986164993,3.4363545745533597,3.294313180541741,3.2955680423312717,141102.0
2003-08-28 00:00:00+00:00,3.329697580180906,3.3409909525016697,3.228813133164951,3.2300679948594837,157178.0
2003-08-29 00:00:00+00:00,3.003453594401936,3.074223465709046,2.9015651065215255,2.9858866797553167,482266.0
2003-08-30 00:00:00+00:00,3.0114836630620934,3.0526405911400776,2.8169920098226666,2.8192505306667752,306084.0
2003-08-31 00:00:00+00:00,2.881738971436168,2.938455109568454,2.823265950683746,2.901815414428711,271378.0
2003-09-01 00:00:00+00:00,2.8634196166875787,2.9218926494586808,2.819753147951891,2.8872606489393444,216408.0
2003-09-02 00:00:00+00:00,2.9331857458254813,2.970076460475001,2.81222446303996,2.8604083591037326,161392.0
2003-09-03 00:00:00+00:00,2.8609094659248413,2.954767319354639,2.8383233002692823,2.9477405548095703,161152.0
2003-09-04 00:00:00+00:00,2.9966774449662683,3.08401036838535,2.9929130519043285,3.044610129462348,206826.0
2003-09-05 00:00:00+00:00,3.0764815867882516,3.142734406966916,3.0350738374409403,3.12943352593316,202778.0
2003-09-06 00:00:00+00:00,3.188408719434243,3.219778344019527,3.1183916943840906,3.156788084242079,153678.0
2003-09-07 00:00:00+00:00,3.1643170020139673,3.185899321247171,3.1256697890721976,3.172347810533312,96884.0
2003-09-08 00:00:00+00:00,3.172096673120283,3.24989330862447,3.169837960448239,3.2456270853678384,94564.0
2003-09-09 00:00:00+00:00,3.35077792744017,3.393440540296755,3.284525295623006,3.3904291788736978,151038.0
2003-09-10 00:00:00+00:00,3.3585578610147073,3.380390999323732,3.2850272546719737,3.29732428656684,125388.0
2003-09-11 00:00:00+00:00,3.2521517023173434,3.25240290439495,3.1552824755351985,3.1848954094780817,144968.0
2003-09-12 00:00:00+00:00,3.191670884225168,3.2225386770574063,3.126672926743049,3.1369622548421225,117402.0
2003-09-13 00:00:00+00:00,3.149510188917025,3.257170567921494,3.1439891045650032,3.161054187350803,116404.0
