Date,Open,High,Low,Close,Volume
2018-08-02,123.05102558553739,124.52329228191655,121.81216217947171,123.8948745727539,4195000
2018-08-03,124.06541968185104,124.4245174012538,123.05100115770948,124.34371185302734,3594100
2018-08-06,124.3527084821896,126.28280923299619,123.8589576371851,125.21451568603516,3125200
2018-08-07,126.22893440089659,128.66177173981873,125.95064223591321,127.81790924072266,4813000
2018-08-08,127.7640572761112,127.83586312542504,125.01701095271488,125.4209976196289,3435100
2018-08-09,125.77111218316922,126.48928027789647,124.11031764321115,124.35270690917969,3338500
2018-08-10,123.45499470233254,123.45499470233254,120.95033734753511,122.01863098144531,6268600
2018-08-13,122.01861640631904,122.74577048756952,120.94135059342285,121.2106704711914,3879400
2018-08-14,121.73139304177647,122.4944503053752,120.89650250844768,121.12093353271484,3537900
2018-08-15,119.6217059879245,119.6217059879245,116.19239422049927,118.51750946044922,5682200
2018-08-16,120.04363239440238,122.58419249297661,119.98078515078353,122.32384490966797,5539400
2018-08-17,121.77626321559147,125.86989643418075,121.58774883404175,125.0888671875,6611700
2018-08-20,125.51977176340996,126.17510642446813,124.38863079705183,124.48738098144531,3311100
2018-08-21,124.84647416396213,126.54317185248348,124.84647416396213,125.67237854003906,3021400
2018-08-22,125.96861376016494,126.30973949906888,125.10679286054881,125.34918212890625,2209500
2018-08-23,124.82850146613639,124.93622394246164,122.4674834066984,122.79963684082031,3905300
2018-08-24,123.7242977590874,124.37963228206732,122.88940752182016,124.07440948486328,2565400
2018-08-27,125.14268232797427,127.81790890275347,125.0529181739915,127.5126724243164,4770900
2018-08-28,128.751542240496,129.06575104119716,127.0189419288785,127.47677612304688,3234000
2018-08-29,127.86280786311298,128.0064469739585,126.83940317015276,127.35111236572266,3369900
2018-08-30,126.60602669980885,127.00102748919295,124.28989691511501,124.83750915527344,4773300
2018-08-31,124.35270579821955,125.87883353314815,124.22702501294727,124.64895629882812,4552200
2018-09-04,123.76020943350026,124.78361406568013,122.92531913720212,124.10134887695312,3955600
2018-09-05,124.18213996629791,126.66883882928285,123.59861125357422,126.21099090576172,4579400
2018-09-06,125.98655675297209,127.36007309236095,125.73519518093873,127.09076690673828,4588100
2018-09-07,126.33668075438602,127.60247474238065,125.7262350768219,126.86634826660156,4173400
2018-09-10,127.27032875745908,127.9346357163925,127.19850919737809,127.52169036865234,3069100
2018-09-11,126.22894930995943,127.88075788301913,126.01349065766435,127.50371551513672,2583200
2018-09-12,127.0997535160714,129.94553668253957,126.2379325305632,129.5236053466797,5630600
2018-09-13,130.21481778316212,131.48061141344317,129.73902534593745,130.65469360351562,3670700
2018-09-14,130.73554856830262,132.14496810438655,128.58100278128498,130.0802001953125,4699600
2018-09-17,130.03530520354474,132.9169910922119,129.76598530880173,131.2651824951172,3827100
2018-09-18,131.96540501964697,134.0122142873627,131.31007044925715,133.82369995117188,4496400
2018-09-19,134.443104972995,137.4504850394691,134.09299325554622,137.1362762451172,6000100
2018-09-20,139.51526808624084,141.58900800691202,138.66243316061224,140.044921875,6774100
2018-09-21,140.61049358868794,141.20298092994233,138.9676572692655,140.3860626220703,5932100
2018-09-24,140.04491355202416,140.13469141177748,138.04299330276396,138.2494659423828,3844500
2018-09-25,138.3571765876678,138.69831598775335,137.18116069559647,138.3302459716797,3454600
2018-09-26,138.20460287540303,139.2818689031462,137.25301765592687,137.50437927246094,3096100
2018-09-27,137.36969686432388,138.29435126330495,135.73583300706235,136.87594604492188,2674100
2018-09-28,136.45403126105398,137.2709632884036,135.16130666792475,136.8939208984375,3599900
2018-10-01,137.89938841877307,138.69836225535886,136.16677392256108,136.70541381835938,3736300
2018-10-02,136.7143870717908,139.4883647466802,136.00519111233237,138.9856414794922,4344000
2018-10-03,140.04492422008224,143.07024928936795,139.8563961795102,142.03787231445312,6043300
2018-10-04,141.86731677796496,142.33413707421857,139.32675631887665,140.71823120117188,4130800
2018-10-05,140.5027488586202,140.77206874180573,136.1039076599104,137.63003540039062,4955100
2018-10-08,136.40914813042835,137.94426207462536,135.4485906504483,137.6659698486328,3463200
2018-10-09,137.00168426017635,137.00168426017635,133.83271907921932,134.17385864257812,4996900
2018-10-10,133.49155079023816,133.9134821494352,129.02088928222656,129.02088928222656,9419300
2018-10-11,128.32962103223036,130.96893133089443,125.53769932354416,126.55213165283203,7608300
2018-10-12,129.29020121699764,129.63132698767473,125.45691628986006,127.53964233398438,5596200
2018-10-15,127.47679851673382,128.53610618280274,126.68679707208571,127.29725646972656,3741700
2018-10-16,128.68872071817287,129.17348557502717,126.82145344692775,129.01190185546875,3573400
2018-10-17,128.44632167157408,128.84132233135796,126.67780470729133,126.88427734375,4807500
2018-10-18,125.82498054039449,126.39952326759442,120.7169295432591,121.91090393066406,10250200
2018-10-19,123.04022395019398,123.70876468392095,118.59527449950268,118.64044952392578,7055100
2018-10-22,119.86911288651261,120.27567429006011,116.23727279393825,116.2824478149414,7858900
2018-10-23,108.1243293984697,110.67204476552565,104.45634383477491,107.4919204711914,24113300
2018-10-24,108.41341187023536,109.89506128104279,101.411712353616,101.4930191040039,15304200
2018-10-25,103.74260297170204,105.78438394446435,101.63757422461485,104.4653549194336,13568900
2018-10-26,103.08310620075284,105.1881353805125,101.51111332626809,103.9413833618164,10820400
2018-10-29,105.59468684971732,106.92275257710003,101.24008066943857,102.97470092773438,8069600
2018-10-30,102.99274077329429,106.371623496767,102.17963880969415,106.11865997314453,8057600
2018-10-31,107.88038801878565,111.0243732618726,107.74486986855582,109.60596466064453,10341300
2018-11-01,110.75333712437705,113.13843865080898,109.26265814787385,112.65960693359375,10138900
2018-11-02,114.78271389963275,115.91202038470297,112.26210099782726,113.64437103271484,7683900
2018-11-05,113.91541207250282,114.69237556489816,112.52411240659912,114.20452117919922,4844200
2018-11-06,114.19548023233018,116.99615911048092,114.1141665761366,116.84257507324219,4728200
2018-11-07,120.62800538784612,122.16385945068318,118.24291064242821,122.05545043945312,7551900
2018-11-08,120.90808299652946,121.69407597565436,118.26098116819105,118.70367431640625,6269400
2018-11-09,117.07746128342436,117.0865045582182,113.59016911926714,114.65623474121094,7248400
2018-11-12,114.90015183210605,116.01139237406663,112.56022536274976,112.9306411743164,5870100
2018-11-13,113.38236680101289,117.2581404451738,113.18360776434012,113.7979507446289,5820200
2018-11-14,114.98145505123364,116.54441810985315,111.78326545708529,113.02098083496094,5516300
2018-11-15,112.31630484772779,117.70083730997874,111.24120287454069,116.92387390136719,5815200
2018-11-16,116.35470015868542,119.18248801970151,115.6861595396191,117.4117431640625,5957700
2018-11-19,116.6799530455635,116.98713491943435,113.47272641940266,113.8160400390625,5385600
2018-11-20,111.89168609106814,112.00010199592121,109.5246640900648,110.46424102783203,7746200
2018-11-21,110.96113173868152,114.03284659100345,110.68106595116107,111.90975189208984,4759500
2018-11-23,110.1841738550697,112.07237787456656,109.831830784596,110.50941467285156,3130100
2018-11-26,111.71100607074783,113.64437834618916,111.2683198300788,112.74996948242188,4696600
2018-11-27,112.02720154723632,112.5692672729492,110.5726542660506,112.56926727294922,4049400
2018-11-28,113.2017001091708,118.15257654843288,111.88266389085324,118.14354705810547,5745200
2018-11-29,118.1706252461121,118.27000476139816,115.27056032583987,117.65565490722656,4999600
2018-11-30,117.49303931633148,122.84143271344412,117.30330977761496,122.57039642333984,8458200
2018-12-03,128.18081603619024,128.65964091418888,125.15426894500904,125.5337142944336,9365800
2018-12-04,124.74770884788174,124.74770884788174,116.58055691429414,116.83353424072266,8113400
2018-12-06,113.12942584397284,116.2643822562806,112.07239645728569,115.97527313232422,6595200
2018-12-07,116.63479851029139,117.42982103265149,110.89791510667011,111.62067413330078,6413700
2018-12-10,110.59073985270328,112.3614917714825,109.46143325454761,111.47611236572266,5970900
2018-12-11,114.90016794533875,115.62292690730752,110.44618255710145,111.34059143066406,4449900
2018-12-12,113.59919339622101,115.61387915192607,113.02098904061965,113.26492309570312,5544100
2018-12-13,114.24064991063162,116.64381760108573,112.96679568337777,113.74375915527344,4544100
